source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents
GO:BP	GO:0045893	positive regulation of DNA-templated transcription	2.3008644455176977e-08	True	"""Any process that activates or increases the frequency, rate or extent of cellular DNA-templated transcription."" [GOC:go_curators, GOC:txnOH]"	1703	1749	220	21031	0.12578616352201258	0.12918379330593072	query_1	['GO:0006351', 'GO:0006355', 'GO:1902680']
GO:BP	GO:0141124	intracellular signaling cassette	2.3864944515181877e-08	True	"""An intracellular signaling module that is part of larger signaling pathways that can be initiated either intracellularly or by cell surface receptors. Intracellular signaling cassettes are discrete signaling units that are often shared by multiple signaling pathways."" [GOC:ha, GOC:pg]"	1861	1749	236	21031	0.1349342481417953	0.12681354110693177	query_1	['GO:0035556']
GO:BP	GO:1902680	positive regulation of RNA biosynthetic process	2.7274600081013304e-08	True	"""Any process that activates or increases the frequency, rate or extent of RNA biosynthetic process."" [GO:jl, GO_REF:0000058, GOC:TermGenie]"	1706	1749	220	21031	0.12578616352201258	0.12895662368112543	query_1	['GO:0010557', 'GO:0032774', 'GO:0051254', 'GO:2001141']
GO:BP	GO:2000147	positive regulation of cell motility	3.092657337048575e-08	True	"""Any process that activates or increases the frequency, rate or extent of cell motility."" [GOC:mah]"	568	1749	96	21031	0.0548885077186964	0.16901408450704225	query_1	['GO:0040017', 'GO:0048522', 'GO:0048870', 'GO:2000145']
GO:BP	GO:0032774	RNA biosynthetic process	3.1085883165759355e-08	True	"""The chemical reactions and pathways resulting in the formation of RNA, ribonucleic acid, one of the two main type of nucleic acid, consisting of a long, unbranched macromolecule formed from ribonucleotides joined in 3',5'-phosphodiester linkage. Includes polymerization of ribonucleotide monomers. Refers not only to transcription but also to e.g. viral RNA replication."" [GOC:mah, GOC:txnOH]"	3601	1749	404	21031	0.230989136649514	0.1121910580394335	query_1	['GO:0009059', 'GO:0016070', 'GO:0034654']
GO:BP	GO:0008283	cell population proliferation	3.2543431408258344e-08	True	"""The multiplication or reproduction of cells, resulting in the expansion of a cell population."" [GOC:mah, GOC:mb]"	2006	1749	250	21031	0.1429388221841052	0.12462612163509472	query_1	['GO:0009987']
GO:BP	GO:0048523	negative regulation of cellular process	3.430410341904603e-08	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:jid]"	5541	1749	581	21031	0.3321898227558605	0.1048547193647356	query_1	['GO:0009987', 'GO:0048519', 'GO:0050794']
GO:MF	GO:0042802	identical protein binding	3.5155560253459435e-08	True	"""Binding to an identical protein or proteins."" [GOC:jl]"	2162	1809	279	20212	0.15422885572139303	0.12904717853839037	query_1	['GO:0005515']
GO:BP	GO:0030097	hemopoiesis	4.278235649604766e-08	True	"""The process whose specific outcome is the progression of the myeloid and lymphoid derived organ/tissue systems of the blood and other parts of the body over time, from formation to the mature structure. The site of hemopoiesis is variable during development, but occurs primarily in bone marrow or kidney in many adult vertebrates."" [GOC:dgh, ISBN:0198506732]"	965	1749	141	21031	0.08061749571183534	0.1461139896373057	query_1	['GO:0048468']
GO:BP	GO:1902531	regulation of intracellular signal transduction	5.0035939784393024e-08	True	"""Any process that modulates the frequency, rate or extent of intracellular signal transduction."" [GOC:dph, GOC:signaling, GOC:tb, GOC:TermGenie]"	1766	1749	225	21031	0.12864493996569468	0.1274065685164213	query_1	['GO:0009966', 'GO:0035556']
GO:BP	GO:2001141	regulation of RNA biosynthetic process	5.037880540885231e-08	True	"""Any process that modulates the frequency, rate or extent of RNA biosynthetic process."" [GOC:dph]"	3464	1749	390	21031	0.22298456260720412	0.1125866050808314	query_1	['GO:0010556', 'GO:0032774', 'GO:0051252']
GO:BP	GO:0006355	regulation of DNA-templated transcription	5.7375284681877074e-08	True	"""Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription."" [GOC:go_curators, GOC:txnOH]"	3446	1749	388	21031	0.22184105202973128	0.11259431224608242	query_1	['GO:0006351', 'GO:0010468', 'GO:2001141']
GO:BP	GO:0009887	animal organ morphogenesis	6.673059108974641e-08	True	"""Morphogenesis of an animal organ. An organ is defined as a tissue or set of tissues that work together to perform a specific function or functions. Morphogenesis is the process in which anatomical structures are generated and organized. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."" [GOC:dgh, GOC:go_curators, ISBN:0471245208, ISBN:0721662544]"	1035	1749	148	21031	0.08461978273299028	0.14299516908212562	query_1	['GO:0009653', 'GO:0048513']
GO:BP	GO:0060255	regulation of macromolecule metabolic process	8.09928407717686e-08	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]"	6631	1749	675	21031	0.38593481989708406	0.10179460111597044	query_1	['GO:0019222', 'GO:0043170']
GO:BP	GO:0033993	response to lipid	8.738711693739922e-08	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lipid stimulus."" [GOC:sl]"	920	1749	135	21031	0.07718696397941681	0.14673913043478262	query_1	['GO:0010033']
GO:BP	GO:0010647	positive regulation of cell communication	9.095097464798624e-08	True	"""Any process that increases the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:dph, GOC:tb]"	1777	1749	225	21031	0.12864493996569468	0.12661789532920653	query_1	['GO:0007154', 'GO:0010646', 'GO:0048522']
GO:BP	GO:0006351	DNA-templated transcription	1.0842485710306609e-07	True	"""The synthesis of an RNA transcript from a DNA template."" [GOC:jl, GOC:txnOH]"	3569	1749	398	21031	0.22755860491709548	0.11151583076492015	query_1	['GO:0010467', 'GO:0032774']
GO:BP	GO:0044271	cellular nitrogen compound biosynthetic process	1.294553942841659e-07	True	"""The chemical reactions and pathways resulting in the formation of organic and inorganic nitrogenous compounds."" [GOC:jl, ISBN:0198506732]"	4836	1749	514	21031	0.2938822184105203	0.10628618693134823	query_1	['GO:0034641', 'GO:0044249']
GO:BP	GO:0019221	cytokine-mediated signaling pathway	1.30592851009633e-07	True	"""The series of molecular signals initiated by the binding of a cytokine to a receptor on the surface of a cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:mah, GOC:signaling, PMID:19295629]"	499	1749	86	21031	0.049170954831332186	0.17234468937875752	query_1	['GO:0007166', 'GO:0071345']
GO:BP	GO:0040017	positive regulation of locomotion	1.3791289741105595e-07	True	"""Any process that activates or increases the frequency, rate or extent of locomotion of a cell or organism."" [GOC:go_curators]"	583	1749	96	21031	0.0548885077186964	0.1646655231560892	query_1	['GO:0040011', 'GO:0040012', 'GO:0048518']
GO:BP	GO:0048585	negative regulation of response to stimulus	1.477051021915949e-07	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]"	1648	1749	211	21031	0.12064036592338478	0.12803398058252427	query_1	['GO:0048519', 'GO:0048583', 'GO:0050896']
GO:BP	GO:0023056	positive regulation of signaling	1.6286474014172357e-07	True	"""Any process that activates, maintains or increases the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]"	1778	1749	224	21031	0.12807318467695827	0.12598425196850394	query_1	['GO:0023051', 'GO:0023052', 'GO:0048518']
GO:BP	GO:0045087	innate immune response	1.659360869174679e-07	True	"""Innate immune responses are defense responses mediated by germline encoded components that directly recognize components of potential pathogens."" [GO_REF:0000022, GOC:add, GOC:ebc, GOC:mtg_sensu]"	965	1749	139	21031	0.07947398513436249	0.14404145077720207	query_1	['GO:0006955', 'GO:0140546']
GO:BP	GO:0048729	tissue morphogenesis	1.7527372366700103e-07	True	"""The process in which the anatomical structures of a tissue are generated and organized."" [GOC:dph, GOC:jid]"	611	1749	99	21031	0.05660377358490566	0.16202945990180032	query_1	['GO:0009653', 'GO:0009888']
GO:BP	GO:0032101	regulation of response to external stimulus	1.8201734074556795e-07	True	"""Any process that modulates the frequency, rate or extent of a response to an external stimulus."" [GOC:mah]"	1077	1749	151	21031	0.08633504859919955	0.14020427112349118	query_1	['GO:0009605', 'GO:0048583']
GO:BP	GO:0072001	renal system development	2.0990718820177823e-07	True	"""The process whose specific outcome is the progression of the renal system over time, from its formation to the mature structure. The renal system maintains fluid balance and contributes to electrolyte balance, acid/base balance, and disposal of nitrogenous waste products. In humans, the renal system comprises a pair of kidneys, a pair of ureters, urinary bladder, urethra, sphincter muscle and associated blood vessels."" [GOC:mtg_kidney_jan10, GOC:yaf, http://en.wikibooks.org/wiki/Human_Physiology/The_Urinary_System]"	328	1749	64	21031	0.03659233847913093	0.1951219512195122	query_1	['GO:0048731']
GO:BP	GO:0065008	regulation of biological quality	2.2114445353243447e-07	True	"""Any process that modulates a qualitative or quantitative trait of a biological quality. A biological quality is a measurable attribute of an organism or part of an organism, such as size, mass, shape, color, etc."" [GOC:dph, GOC:isa_complete, GOC:mah, GOC:pr, GOC:vw]"	2846	1749	328	21031	0.18753573470554602	0.11524947294448348	query_1	['GO:0065007']
GO:BP	GO:0009611	response to wounding	2.9436173190867135e-07	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating damage to the organism."" [GOC:go_curators]"	557	1749	92	21031	0.052601486563750716	0.1651705565529623	query_1	['GO:0006950']
GO:BP	GO:0080134	regulation of response to stress	3.0128967670769265e-07	True	"""Any process that modulates the frequency, rate or extent of a response to stress. Response to stress is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a disturbance in organismal or cellular homeostasis, usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:dhl]"	1340	1749	178	21031	0.1017724413950829	0.1328358208955224	query_1	['GO:0006950', 'GO:0048583']
GO:BP	GO:0009889	regulation of biosynthetic process	3.170460950844599e-07	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances."" [GOC:go_curators]"	5813	1749	599	21031	0.34248141795311604	0.10304489936349562	query_1	['GO:0009058', 'GO:0019222']
GO:BP	GO:0006793	phosphorus metabolic process	3.448605693451062e-07	True	"""The chemical reactions and pathways involving the nonmetallic element phosphorus or compounds that contain phosphorus, usually in the form of a phosphate group (PO4)."" [GOC:ai]"	2596	1749	303	21031	0.1732418524871355	0.11671802773497689	query_1	['GO:0044237']
GO:BP	GO:0097191	extrinsic apoptotic signaling pathway	3.504566759675359e-07	True	"""The series of molecular signals in which a signal is conveyed from the cell surface to trigger the apoptotic death of a cell. The pathway starts with either a ligand binding to a cell surface receptor, or a ligand being withdrawn from a cell surface receptor (e.g. in the case of signaling by dependence receptors), and ends when the execution phase of apoptosis is triggered."" [GOC:mtg_apoptosis, GOC:yaf, PMID:17340152]"	228	1749	50	21031	0.02858776443682104	0.21929824561403508	query_1	['GO:0007166', 'GO:0097190']
GO:BP	GO:0007154	cell communication	4.133047108854854e-07	True	"""Any process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:mah]"	6537	1749	662	21031	0.37850200114351057	0.10126969557901178	query_1	['GO:0009987']
GO:BP	GO:0045785	positive regulation of cell adhesion	4.1608363310135104e-07	True	"""Any process that activates or increases the frequency, rate or extent of cell adhesion."" [GOC:go_curators]"	477	1749	82	21031	0.046883933676386505	0.1719077568134172	query_1	['GO:0007155', 'GO:0030155', 'GO:0048522']
GO:BP	GO:0051172	negative regulation of nitrogen compound metabolic process	4.765768574494823e-07	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving nitrogen or nitrogenous compounds."" [GOC:ai, GOC:tb]"	2202	1749	264	21031	0.1509433962264151	0.11989100817438691	query_1	['GO:0006807', 'GO:0009892', 'GO:0051171']
GO:BP	GO:0010628	positive regulation of gene expression	6.002180724194326e-07	True	"""Any process that increases the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product (protein or RNA)."" [GOC:txnOH-2018]"	1189	1749	161	21031	0.09205260148656375	0.13540790580319595	query_1	['GO:0010467', 'GO:0010468', 'GO:0010557']
GO:BP	GO:0006954	inflammatory response	6.631889804199334e-07	True	"""The immediate defensive reaction (by vertebrate tissue) to infection or injury caused by chemical or physical agents. The process is characterized by local vasodilation, extravasation of plasma into intercellular spaces and accumulation of white blood cells and macrophages."" [GO_REF:0000022, ISBN:0198506732]"	829	1749	122	21031	0.06975414522584333	0.1471652593486128	query_1	['GO:0006952']
GO:BP	GO:0031326	regulation of cellular biosynthetic process	6.680143468437116e-07	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances, carried out by individual cells."" [GOC:mah]"	5781	1749	594	21031	0.33962264150943394	0.10275038920601973	query_1	['GO:0009889', 'GO:0031323', 'GO:0044249']
GO:BP	GO:0006979	response to oxidative stress	7.516245463907496e-07	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of oxidative stress, a state often resulting from exposure to high levels of reactive oxygen species, e.g. superoxide anions, hydrogen peroxide (H2O2), and hydroxyl radicals."" [GOC:jl, PMID:12115731]"	393	1749	71	21031	0.04059462550028588	0.1806615776081425	query_1	['GO:0006950']
GO:BP	GO:0010556	regulation of macromolecule biosynthetic process	8.585852892684592e-07	True	"""Any process that modulates the rate, frequency or extent of the chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]"	5654	1749	582	21031	0.33276157804459694	0.10293597453130528	query_1	['GO:0009059', 'GO:0031326', 'GO:0060255']
KEGG	KEGG:04668	TNF signaling pathway	8.900891444999296e-07	True	TNF signaling pathway	113	892	34	8484	0.03811659192825112	0.3008849557522124	query_1	['KEGG:00000']
GO:BP	GO:0006508	proteolysis	9.01605712239725e-07	True	"""The hydrolysis of proteins into smaller polypeptides and/or amino acids by cleavage of their peptide bonds."" [GOC:bf, GOC:mah]"	1573	1749	200	21031	0.11435105774728416	0.12714558169103624	query_1	['GO:0019538']
GO:BP	GO:0048871	multicellular organismal-level homeostasis	9.054105957518569e-07	True	"""Any process involved in the maintenance of an internal steady state at the level of the multicellular organism."" [GOC:isa_complete]"	806	1749	119	21031	0.06803887935963408	0.14764267990074442	query_1	['GO:0032501', 'GO:0042592']
GO:BP	GO:0001775	cell activation	9.313601073242399e-07	True	"""A multicellular organismal process by which exposure to an activating factor such as a cellular or soluble ligand results in a change in the morphology or behavior of a cell."" [GOC:mgi_curators]"	1092	1749	150	21031	0.08576329331046312	0.13736263736263737	query_1	['GO:0009987', 'GO:0032501']
GO:BP	GO:0001822	kidney development	1.170142566367136e-06	True	"""The process whose specific outcome is the progression of the kidney over time, from its formation to the mature structure. The kidney is an organ that filters the blood and/or excretes the end products of body metabolism in the form of urine."" [GOC:dph, GOC:mtg_kidney_jan10, ISBN:0124020607, ISBN:0721662544]"	318	1749	61	21031	0.03487707261292167	0.1918238993710692	query_1	['GO:0048513', 'GO:0072001']
GO:MF	GO:0046872	metal ion binding	1.1967267979168505e-06	True	"""Binding to a metal ion."" [GOC:ai]"	4354	1809	491	20212	0.271420674405749	0.11276986678915939	query_1	['GO:0043169']
GO:BP	GO:0051130	positive regulation of cellular component organization	1.3005398240184923e-06	True	"""Any process that activates or increases the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:ai]"	1116	1749	152	21031	0.08690680388793597	0.13620071684587814	query_1	['GO:0016043', 'GO:0048522', 'GO:0051128']
GO:BP	GO:0002682	regulation of immune system process	1.374547007016075e-06	True	"""Any process that modulates the frequency, rate, or extent of an immune system process."" [GOC:add]"	1512	1749	193	21031	0.11034877072612921	0.12764550264550265	query_1	['GO:0002376', 'GO:0050789']
GO:BP	GO:1902533	positive regulation of intracellular signal transduction	1.4415170190422514e-06	True	"""Any process that activates or increases the frequency, rate or extent of intracellular signal transduction."" [GOC:BHF, GOC:dph, GOC:signaling, GOC:tb, GOC:TermGenie]"	1033	1749	143	21031	0.08176100628930817	0.13843175217812198	query_1	['GO:0009967', 'GO:0035556', 'GO:1902531']
GO:BP	GO:0023052	signaling	1.6174093303994037e-06	True	"""The entirety of a process in which information is transmitted within a biological system. This process begins with an active signal and ends when a cellular response has been triggered."" [GOC:mtg_signal, GOC:mtg_signaling_feb11, GOC:signaling]"	6447	1749	650	21031	0.3716409376786735	0.10082208779277183	query_1	['GO:0050789']
GO:BP	GO:0045944	positive regulation of transcription by RNA polymerase II	1.6370397561519102e-06	True	"""Any process that activates or increases the frequency, rate or extent of transcription from an RNA polymerase II promoter."" [GOC:go_curators, GOC:txnOH]"	1253	1749	166	21031	0.09491137793024586	0.13248204309656825	query_1	['GO:0006357', 'GO:0006366', 'GO:0045893']
GO:BP	GO:0010468	regulation of gene expression	2.0936352006792793e-06	True	"""Any process that modulates the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product (protein or RNA)."" [GOC:txnOH-2018]"	5526	1749	568	21031	0.324757004002287	0.10278682591386175	query_1	['GO:0010467', 'GO:0010556']
GO:BP	GO:0043066	negative regulation of apoptotic process	2.1065083651485287e-06	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of cell death by apoptotic process."" [GOC:jl, GOC:mtg_apoptosis]"	881	1749	126	21031	0.07204116638078903	0.14301929625425652	query_1	['GO:0006915', 'GO:0042981', 'GO:0043069']
GO:BP	GO:0098609	cell-cell adhesion	2.1768351915824473e-06	True	"""The attachment of one cell to another cell via adhesion molecules."" [GOC:dos]"	946	1749	133	21031	0.07604345340194396	0.14059196617336153	query_1	['GO:0007155']
GO:BP	GO:0022407	regulation of cell-cell adhesion	2.302298797031703e-06	True	"""Any process that modulates the frequency, rate or extent of attachment of a cell to another cell."" [GOC:isa_complete]"	477	1749	80	21031	0.045740423098913664	0.16771488469601678	query_1	['GO:0030155', 'GO:0098609']
GO:MF	GO:0043169	cation binding	3.039185136173339e-06	True	"""Binding to a cation, a charged atom or group of atoms with a net positive charge."" [GOC:jl]"	4444	1809	497	20212	0.27473742399115536	0.11183618361836184	query_1	['GO:0043167']
GO:BP	GO:0007165	signal transduction	3.244885131750848e-06	True	"""The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell."" [GOC:go_curators, GOC:mtg_signaling_feb11]"	5959	1749	605	21031	0.34591194968553457	0.10152710186272865	query_1	['GO:0007154', 'GO:0009987', 'GO:0023052', 'GO:0050794', 'GO:0051716']
GO:BP	GO:0097435	supramolecular fiber organization	3.4367203372549756e-06	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a supramolecular fiber, a polymer consisting of an indefinite number of protein or protein complex subunits that have polymerised to form a fiber-shaped structure."" [GOC:pr]"	842	1749	121	21031	0.06918238993710692	0.14370546318289787	query_1	['GO:0016043']
GO:BP	GO:0043069	negative regulation of programmed cell death	3.5989488278831735e-06	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of programmed cell death, cell death resulting from activation of endogenous cellular processes."" [GOC:jl]"	907	1749	128	21031	0.07318467695826186	0.14112458654906285	query_1	['GO:0012501', 'GO:0043067', 'GO:0048523']
GO:BP	GO:0006996	organelle organization	3.899671747892143e-06	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of an organelle within a cell. An organelle is an organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane."" [GOC:mah]"	3613	1749	393	21031	0.22469982847341338	0.10877387212842513	query_1	['GO:0016043']
GO:BP	GO:0006796	phosphate-containing compound metabolic process	3.985807612862313e-06	True	"""The chemical reactions and pathways involving the phosphate group, the anion or salt of any phosphoric acid."" [GOC:ai]"	2571	1749	295	21031	0.16866781017724414	0.11474134577985219	query_1	['GO:0006793']
GO:BP	GO:0042592	homeostatic process	4.232867580008665e-06	True	"""Any biological process involved in the maintenance of an internal steady state."" [GOC:jl, ISBN:0395825172]"	1712	1749	211	21031	0.12064036592338478	0.12324766355140188	query_1	['GO:0008150']
GO:BP	GO:0009968	negative regulation of signal transduction	4.619244223353894e-06	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of signal transduction."" [GOC:sm]"	1290	1749	168	21031	0.09605488850771869	0.13023255813953488	query_1	['GO:0007165', 'GO:0009966', 'GO:0010648', 'GO:0023057', 'GO:0048585']
GO:BP	GO:0051241	negative regulation of multicellular organismal process	5.3265316982036565e-06	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of an organismal process, the processes pertinent to the function of an organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai]"	1110	1749	149	21031	0.0851915380217267	0.13423423423423422	query_1	['GO:0032501', 'GO:0048519', 'GO:0051239']
GO:BP	GO:0001667	ameboidal-type cell migration	5.888933140154752e-06	True	"""Cell migration that is accomplished by extension and retraction of a pseudopodium."" [GOC:dph]"	428	1749	73	21031	0.04173813607775872	0.1705607476635514	query_1	['GO:0016477']
GO:BP	GO:0000165	MAPK cascade	8.423411691843028e-06	True	"""An intracellular protein kinase cascade containing at least a MAP kinase (MAPK). It starts with the activation of a MAP3K, and the consecutive activation of a MPK2K and a MAPK. The cascade can also contain an additional tier: the upstream MAP4K. The kinases in each tier phosphorylate and activate the kinase in the downstream tier to transmit a signal within a cell."" [PMID:20811974, PMID:9561267]"	745	1749	109	21031	0.062321326472269865	0.14630872483221477	query_1	['GO:0141124']
GO:BP	GO:0009719	response to endogenous stimulus	9.34476251373189e-06	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus arising within the organism."" [GOC:sm]"	1678	1749	206	21031	0.11778158947970269	0.12276519666269368	query_1	['GO:0050896']
GO:BP	GO:0022603	regulation of anatomical structure morphogenesis	9.576835119016496e-06	True	"""Any process that modulates the frequency, rate or extent of anatomical structure morphogenesis."" [GOC:mah]"	838	1749	119	21031	0.06803887935963408	0.14200477326968974	query_1	['GO:0009653', 'GO:0050793']
GO:BP	GO:0062197	cellular response to chemical stress	1.0244441415697104e-05	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemical stimulus indicating the organism is under stress."" [PMID:26653712]"	304	1749	57	21031	0.032590051457975985	0.1875	query_1	['GO:0033554', 'GO:0070887']
REAC	REAC:R-HSA-168256	Immune System	1.1673033142362173e-05	True	Immune System	2052	1149	289	10842	0.2515230635335074	0.14083820662768032	query_1	['REAC:0000000']
GO:BP	GO:0006357	regulation of transcription by RNA polymerase II	1.1962730763784762e-05	True	"""Any process that modulates the frequency, rate or extent of transcription mediated by RNA polymerase II."" [GOC:go_curators, GOC:txnOH]"	2567	1749	292	21031	0.16695254431103487	0.11375146084924036	query_1	['GO:0006355', 'GO:0006366']
GO:BP	GO:0043410	positive regulation of MAPK cascade	1.3082577369173997e-05	True	"""Any process that activates or increases the frequency, rate or extent of signal transduction mediated by the MAPK cascade."" [GOC:go_curators]"	461	1749	76	21031	0.04345340194396798	0.1648590021691974	query_1	['GO:0000165', 'GO:0043408', 'GO:1902533']
GO:BP	GO:0044093	positive regulation of molecular function	1.3789244507351895e-05	True	"""Any process that activates or increases the rate or extent of a molecular function, an elemental biological activity occurring at the molecular level, such as catalysis or binding."" [GO:jl]"	1097	1749	146	21031	0.08347627215551744	0.13309024612579762	query_1	['GO:0065009']
GO:BP	GO:0045321	leukocyte activation	1.4191920256372982e-05	True	"""A change in morphology and behavior of a leukocyte resulting from exposure to a specific antigen, mitogen, cytokine, cellular ligand, or soluble factor."" [GOC:add]"	946	1749	130	21031	0.07432818753573471	0.13742071881606766	query_1	['GO:0001775', 'GO:0002376']
GO:BP	GO:0032103	positive regulation of response to external stimulus	1.458051236769052e-05	True	"""Any process that activates, maintains or increases the rate of a response to an external stimulus."" [GOC:mah]"	609	1749	93	21031	0.05317324185248713	0.15270935960591134	query_1	['GO:0009605', 'GO:0032101', 'GO:0048584']
GO:BP	GO:0007369	gastrulation	1.4996679399863203e-05	True	"""A complex and coordinated series of cellular movements that occurs at the end of cleavage during embryonic development of most animals. The details of gastrulation vary from species to species, but usually result in the formation of the three primary germ layers, ectoderm, mesoderm and endoderm."" [GOC:curators, ISBN:9780878933846]"	194	1749	42	21031	0.024013722126929673	0.21649484536082475	query_1	['GO:0048598']
GO:BP	GO:0050900	leukocyte migration	1.5512409762286222e-05	True	"""The movement of a leukocyte within or between different tissues and organs of the body."" [GOC:add, ISBN:0781735149, PMID:14680625, PMID:14708592, PMID:7507411, PMID:8600538]"	396	1749	68	21031	0.03887935963407661	0.1717171717171717	query_1	['GO:0002376', 'GO:0016477']
GO:BP	GO:0008610	lipid biosynthetic process	1.6744361015435944e-05	True	"""The chemical reactions and pathways resulting in the formation of lipids, compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent."" [GOC:go_curators]"	727	1749	106	21031	0.06060606060606061	0.14580467675378267	query_1	['GO:0006629', 'GO:1901576']
GO:BP	GO:0048525	negative regulation of viral process	1.7875922661515587e-05	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a multi-organism process in which a virus is a participant."" [GOC:bf, GOC:jl]"	95	1749	27	21031	0.015437392795883362	0.28421052631578947	query_1	['GO:0016032', 'GO:0048519', 'GO:0050792']
GO:BP	GO:0009991	response to extracellular stimulus	1.9380838684015544e-05	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an extracellular stimulus."" [GOC:go_curators]"	525	1749	83	21031	0.04745568896512293	0.1580952380952381	query_1	['GO:0009605']
GO:BP	GO:0014070	response to organic cyclic compound	2.0761120202607464e-05	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organic cyclic compound stimulus."" [GOC:ef]"	905	1749	125	21031	0.0714694110920526	0.13812154696132597	query_1	['GO:0010033']
GO:BP	GO:0023057	negative regulation of signaling	2.3575141992857878e-05	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]"	1398	1749	176	21031	0.10062893081761007	0.12589413447782546	query_1	['GO:0023051', 'GO:0023052', 'GO:0048519']
GO:BP	GO:0052548	regulation of endopeptidase activity	2.4318011935100067e-05	True	"""Any process that modulates the frequency, rate or extent of endopeptidase activity, the endohydrolysis of peptide bonds within proteins."" [GOC:ai, GOC:hjd]"	219	1749	45	21031	0.025728987993138937	0.2054794520547945	query_1	['GO:0052547']
GO:BP	GO:1901565	organonitrogen compound catabolic process	2.4838339569038305e-05	True	"""The chemical reactions and pathways resulting in the breakdown of organonitrogen compound."" [GOC:pr, GOC:TermGenie]"	1399	1749	176	21031	0.10062893081761007	0.12580414581844174	query_1	['GO:1901564', 'GO:1901575']
